first_name,last_name,start_date,exit_date,job_title,supervisor,business_unit,employee_status,employee_type,termination_type,department_type,division,date_of_birth,state,gender_code,performance_score,current_employee_rating,employee_id,engagement_score,satisfaction_score,work_life_balance_score,training_date,training_program_name,training_type,training_outcome,trainer,training_duration_days,training_cost
Cohen,Raymond,2020-06-18,NULL,"Area Sales Manager","Jacob Snyder",SVG,Active,Contract,Unk,Sales,"General - Con",1994-02-08,CO,Male,"Fully Meets",4,3494,1,2,1,2023-02-11,"Technical Skills",Internal,Completed,"James Perez",2,910.45
Colby,Andreola,2021-08-15,2021-11-20,"Software Engineer","Beth Johnson",MSC,Active,Full-Time,Resignation,"Software Engineering",Engineers,1959-02-19,MA,Female,"Fully Meets",3,1006,5,2,1,2023-05-08,"Project Management",Internal,Failed,"Michael Duke",2,838.07
Colby,Horne,2019-08-14,2021-05-13,"IT Director","Victoria Munoz",BPC,Active,Full-Time,Resignation,IT/IS,Wireless,1956-10-26,MA,Male,"Fully Meets",2,2555,5,1,4,2023-01-18,"Technical Skills",Internal,Passed,"Michelle Gonzalez",3,650.08
Colby,Wolfe,2019-10-13,NULL,"Production Manager","Heidi Wang",BPC,Active,Part-Time,Unk,Production,"Wireline Construction",1963-04-16,MA,Female,"Fully Meets",3,1144,5,3,2,2023-01-10,"Communication Skills",External,Completed,"Nicholas Thompson",4,750.25
Coleman,Bridges,2018-12-27,NULL,"Production Technician I","Michael Flowers",TNS,Active,Contract,Unk,Production,"Field Operations",1965-08-30,MA,Female,Exceeds,3,1468,3,1,3,2023-04-10,"Leadership Development",Internal,Passed,"Sharon Matthews",5,429.38
Coleman,Huffman,2019-01-24,NULL,"Production Technician I","Kelsey Calhoun DDS",SVG,Active,Part-Time,Unk,Production,"General - Con",1954-11-15,MA,Male,"Fully Meets",5,3256,4,1,4,2023-04-01,"Customer Service",External,Failed,"Jeffrey Gutierrez",4,202.81
Colin,Cherry,2021-09-10,2022-07-19,"Production Technician II","Danielle Reyes",EW,Active,Part-Time,Resignation,Production,"Field Operations",1982-11-25,MA,Female,"Needs Improvement",3,1835,5,2,2,2023-03-01,"Communication Skills",Internal,Passed,"Vanessa Villarreal",4,727.9
Colin,Simpson,2021-09-02,2022-11-14,"Production Technician I","Kayla Chavez",BPC,Active,Full-Time,Retirement,Production,Engineers,1974-01-14,MA,Male,"Fully Meets",5,2858,1,2,5,2022-11-10,"Project Management",Internal,Failed,"Jerry Berry",3,851.72
Colleen,Volk,2022-05-04,NULL,"Production Technician I","Joseph Carr",BPC,Active,Full-Time,Unk,Production,"Field Operations",1949-01-15,MA,Female,"Fully Meets",2,2767,3,3,4,2023-01-21,"Customer Service",Internal,Passed,"Jennifer Thomas",2,972.3
Colleen,Zima,2018-10-27,NULL,"Production Technician I","Jacqueline Jones",TNS,Active,Contract,Unk,Production,"General - Eng",1983-02-26,MA,Female,"Fully Meets",3,1737,4,5,2,2022-10-17,"Leadership Development",External,Incomplete,"William Collins",5,719
Colt,Archer,2020-03-07,NULL,"Production Manager","Michael Garcia",EW,Active,Contract,Unk,Production,Wireless,1994-10-03,MA,Female,"Fully Meets",3,1231,2,2,1,2022-08-06,"Project Management",External,Passed,"Douglas Dean",1,896.8
Colt,Kemp,2020-10-20,NULL,"Production Technician I","Jonathan Jones",TNS,Active,Part-Time,Unk,Production,"Finance & Accounting",1980-03-17,MA,Male,"Fully Meets",2,3081,3,3,1,2022-08-28,"Customer Service",Internal,Completed,"Tim Hicks Jr.",2,316.38
Colt,Sutton,2020-05-26,NULL,"Area Sales Manager","William Garner",PYZ,Active,Full-Time,Unk,Sales,"Field Operations",1995-11-05,MA,Male,"Fully Meets",1,2717,1,1,2,2023-03-25,"Communication Skills",Internal,Passed,"Dennis Davis",5,866.13
Colton,Booker,2022-12-10,2023-02-11,"Production Technician I","Jason Taylor",BPC,Active,Contract,Retirement,Production,"Field Operations",1993-07-11,MA,Female,"Fully Meets",3,1780,2,3,2,2023-03-25,"Technical Skills",External,Passed,"Brandy Conway",2,663.72
Colton,Decker,2021-08-16,NULL,"Production Technician II","Michael Graves",NEL,Active,Part-Time,Unk,Production,"Project Management - Con",1975-06-17,MA,Female,"Needs Improvement",3,1837,1,3,3,2023-07-25,"Project Management",Internal,Incomplete,"Andrew Velazquez",5,567.74
Colton,Le,2020-02-29,2021-05-20,"Production Technician I","Richard Jones",NEL,"Voluntarily Terminated",Contract,Involuntary,Production,"General - Con",1986-04-05,MA,Female,Exceeds,1,2203,1,4,1,2022-12-14,"Technical Skills",External,Incomplete,"Raymond Chavez",2,333.27
Connor,Bray,2022-01-23,2022-06-26,"Production Technician I","Rachel Barr MD",SVG,"Leave of Absence",Contract,Voluntary,Production,"Project Management - Con",1946-09-23,MA,Female,"Fully Meets",5,3122,1,1,5,2023-01-16,"Customer Service",External,Completed,"Stephanie Combs",4,107.47
Connor,Carrillo,2022-12-03,2023-06-29,"Software Engineer","Thomas Green",SVG,Active,Contract,Retirement,"Software Engineering","Field Operations",1981-05-16,MA,Male,"Fully Meets",4,2493,1,3,1,2023-01-07,"Communication Skills",Internal,Completed,"Kenneth Miller",2,443.46
Connor,Larsen,2021-09-05,2022-09-29,"Production Technician I","Felicia Goodwin",MSC,"Future Start",Part-Time,Voluntary,Production,Aerial,1963-12-16,MA,Female,Exceeds,3,1445,2,2,4,2023-07-20,"Communication Skills",Internal,Passed,"Angela Perez MD",5,458.8
Connor,Wang,2022-02-01,NULL,"IT Support","Robert Morrow",SVG,Active,Part-Time,Unk,IT/IS,"General - Eng",1961-03-24,MA,Female,"Fully Meets",1,2259,1,2,5,2023-05-03,"Communication Skills",External,Failed,"Jesus Holmes",3,754.61
Conor,Petty,2022-05-01,NULL,"Production Technician I","William Nichols",PYZ,Active,Full-Time,Unk,Production,"Project Management - Con",1962-05-30,MA,Male,"Needs Improvement",4,2912,3,5,3,2023-01-11,"Communication Skills",Internal,Completed,"Andrew Garcia",2,990.45
Conrad,Ochoa,2022-02-05,2023-01-13,"IT Support","Susan Kelly",BPC,Active,Contract,Resignation,IT/IS,Engineers,1962-12-17,MA,Female,Exceeds,1,2215,1,5,5,2022-09-30,"Customer Service",External,Failed,"Andrea Rodriguez",3,227
Constance,Sloan,2021-05-20,NULL,"Production Technician II","Sean Marsh",BPC,Active,Full-Time,Unk,Production,"Field Operations",1946-11-15,MA,Female,"Needs Improvement",4,3579,5,3,3,2023-04-27,"Communication Skills",External,Failed,"Amber Wright",2,199.82
Cora,Perez,2019-04-05,2021-05-07,"Sales Manager","Carol Morales",SVG,Active,Contract,Voluntary,"Admin Offices","General - Sga",1987-06-17,MA,Male,"Fully Meets",3,1646,2,2,1,2022-08-07,"Customer Service",Internal,Completed,"Joseph Hill",5,380.22
Corbin,Roberson,2021-12-09,NULL,"Production Technician I","Shane Smith",CCDR,Active,Full-Time,Unk,Production,"Field Operations",1977-06-16,MA,Male,"Needs Improvement",3,1618,2,5,4,2023-04-24,"Leadership Development",Internal,Passed,"Rose Ortega DDS",2,779.69
Cordell,Vazquez,2021-08-21,NULL,"Production Manager","Paula Henderson",BPC,Active,Contract,Unk,Production,Engineers,1944-05-10,MA,Female,"Fully Meets",5,2439,4,3,5,2022-10-29,"Project Management",External,Failed,"Shelby Fields",4,816.24
Corey,Hurst,2019-07-23,2023-01-07,"Senior BI Developer","Jacob Brown",CCDR,Active,Contract,Involuntary,IT/IS,"Project Management - Con",1954-11-06,MA,Male,"Fully Meets",3,1701,5,3,2,2023-06-18,"Technical Skills",Internal,Passed,"Marcus Harris",1,460.53
Corinne,Campos,2023-07-03,NULL,"Production Technician I","Duane Kelly",CCDR,Active,Contract,Unk,Production,"Project Management - Con",1948-02-08,MA,Female,"Fully Meets",4,3087,4,3,4,2023-07-08,"Communication Skills",Internal,Passed,"Lori Cox",2,776.34
Corinne,Hopkins,2022-07-10,2022-09-11,"Production Technician I","Casey Garner",SVG,Active,Part-Time,Voluntary,Production,"General - Eng",1949-01-26,MA,Female,"Fully Meets",4,2795,5,1,1,2023-04-30,"Customer Service",Internal,Failed,"Jaclyn Cordova",4,457.74
Corinne,Navarro,2020-10-06,NULL,"Production Technician II","Thomas Richard",WBL,Active,Contract,Unk,Production,"Field Operations",1942-05-07,MA,Female,"Fully Meets",3,2049,3,1,3,2023-03-28,"Project Management",Internal,Failed,"Cheryl Middleton",4,765.68
Corinne,Reeves,2022-06-05,2023-06-01,"Production Technician I","Paige Savage",NEL,Active,Full-Time,Involuntary,Production,Aerial,1984-02-25,MA,Female,"Fully Meets",2,3399,4,4,5,2022-12-01,"Leadership Development",External,Failed,"Allison Brown",3,898.26
Cortez,Murillo,2019-07-15,2021-06-01,"Database Administrator","Stuart White",NEL,Active,Full-Time,Resignation,IT/IS,"Wireline Construction",1946-12-08,MA,Female,Exceeds,3,3995,4,5,2,2022-12-23,"Project Management",External,Incomplete,"Robert Cooley",3,803.73
Cortez,Pena,2022-03-26,NULL,"Production Technician I","Lisa Hernandez",NEL,Active,Contract,Unk,Production,"Wireline Construction",1950-12-24,MA,Female,"Fully Meets",3,1822,5,2,2,2023-07-29,"Project Management",External,Incomplete,"Tony Long",1,999.06
Cory,Robinson,2022-04-28,2023-05-24,"Area Sales Manager","Elizabeth Anderson",BPC,"Future Start",Contract,Voluntary,Sales,"Field Operations",1996-08-12,TX,Female,"Needs Improvement",3,3458,2,5,5,2022-12-02,"Communication Skills",Internal,Failed,"Joseph Ward",2,409.27
Cory,Saunders,2021-03-23,2022-08-26,"Production Technician II","Nancy Gutierrez",CCDR,"Voluntarily Terminated",Part-Time,Resignation,Production,"Yard (Material Handling)",1975-12-17,MA,Female,"Fully Meets",3,1237,4,3,1,2022-11-11,"Leadership Development",External,Passed,"Catherine Henderson",2,762.82
Courtney,Beatrice,2021-05-15,NULL,"Production Technician I","Patrick Liu",PL,Active,Part-Time,Unk,Production,"Billable Consultants",1958-12-18,MA,Female,"Fully Meets",3,1956,1,5,4,2023-06-05,"Communication Skills",External,Passed,"Phillip Yates",4,590.97
Courtney,Cowan,2023-01-18,NULL,"Software Engineer","Beth Anderson",SVG,Active,Contract,Unk,"Software Engineering","Field Operations",1971-05-04,MA,Male,"Fully Meets",3,1038,5,1,2,2023-07-28,"Customer Service",External,Failed,"Eric Davis",2,516.89
"Courtney E",Wallace,2023-07-10,NULL,"Production Manager","Danielle Graham",TNS,Active,Full-Time,Unk,Production,"Project Management - Con",1982-11-21,MA,Female,"Fully Meets",1,2276,5,2,2,2023-05-17,"Customer Service",External,Completed,"Sean Patterson",3,851.87
Craig,Sherman,2021-07-28,NULL,"Production Technician I","Philip Morris",PL,Active,Full-Time,Unk,Production,Aerial,1952-04-29,MA,Male,"Fully Meets",2,2831,5,1,4,2023-02-09,"Communication Skills",External,Incomplete,"Cynthia Allen",1,277.22
Cristal,Bolton,2019-10-29,2021-02-07,"Area Sales Manager","Matthew Flores",CCDR,"Future Start",Full-Time,Resignation,Sales,Catv,1990-02-11,TX,Male,"Needs Improvement",2,3482,4,5,5,2023-03-03,"Technical Skills",Internal,Failed,"Jennifer Brown",1,627.11
Cristal,Bradshaw,2022-02-16,NULL,"Production Technician II","Tiffany Stone",MSC,Active,Full-Time,Unk,Production,"General - Sga",1995-12-13,MA,Female,"Fully Meets",3,3764,2,1,5,2022-08-30,"Communication Skills",External,Incomplete,"Daniel Garrett",2,239.16
Cristian,Ritter,2019-06-08,2021-01-29,"Production Technician I","Jade Howell",TNS,Active,Part-Time,Resignation,Production,Aerial,1951-04-03,MA,Female,Exceeds,4,3169,3,2,3,2023-02-25,"Communication Skills",Internal,Completed,"Tracy Simmons",4,109.96
Cristofer,Mcbride,2021-05-16,2023-06-30,"Production Technician I","Jennifer Collins",CCDR,"Voluntarily Terminated",Part-Time,Retirement,Production,"Field Operations",1994-06-01,MA,Female,Exceeds,3,2172,2,4,1,2023-06-23,"Project Management",External,Incomplete,"Amanda Kelly",2,198.08
Cristofer,Schwartz,2023-03-27,2023-07-23,"Production Technician I","Maria Hall",EW,"Leave of Absence",Part-Time,Voluntary,Production,"General - Con",1941-11-10,MA,Male,"Fully Meets",2,3032,1,3,2,2022-10-28,"Technical Skills",External,Passed,"Kari Sanchez",1,709.78
Cruz,Arellano,2019-09-17,NULL,"Area Sales Manager","Patricia Martinez",SVG,Active,Full-Time,Unk,Sales,"General - Con",1993-08-08,AZ,Male,"Fully Meets",4,2591,4,5,5,2022-10-06,"Customer Service",Internal,Completed,"Jacob Johnson",2,745.31
Cruz,Ashley,2020-02-24,2023-05-13,"Production Technician I","Evan Schultz",BPC,Active,Part-Time,Resignation,Production,Splicing,1989-09-06,MA,Female,Exceeds,4,3377,3,5,3,2022-10-24,"Communication Skills",Internal,Completed,"Luis Greer",2,485.17
Cruz,Boyer,2021-04-14,NULL,"Area Sales Manager","Marcus Hunt",BPC,Active,Part-Time,Unk,Sales,"General - Sga",1977-11-04,KY,Female,"Fully Meets",2,3509,4,5,2,2023-03-04,"Leadership Development",External,Completed,"William Smith",4,612.1
Cruz,Davila,2022-04-20,2023-04-30,"Production Technician I","Renee Jones DVM",NEL,"Voluntarily Terminated",Full-Time,Involuntary,Production,Engineers,1990-04-14,MA,Male,PIP,2,3263,1,3,2,2023-04-11,"Project Management",Internal,Passed,"Patricia Boone",5,320.26
Crystal,Brandt,2019-05-23,2020-09-12,"Production Technician II","Andrew Schneider",PYZ,Active,Part-Time,Resignation,Production,"Field Operations",1958-12-18,MA,Female,"Fully Meets",3,3720,2,1,5,2022-09-23,"Project Management",Internal,Passed,"Danny Baker",2,845.21
Cullen,French,2018-09-30,NULL,"Production Technician II","Corey Barry",PYZ,Active,Contract,Unk,Production,Isp,1957-07-06,MA,Female,"Fully Meets",2,3114,2,2,2,2023-01-10,"Technical Skills",Internal,Passed,"Eric Miranda",5,569.5
Cullen,Ruiz,2020-08-26,2020-12-30,"Production Technician I","Charles Dean",TNS,Active,Contract,Retirement,Production,"General - Con",1966-02-27,MA,Male,Exceeds,2,3044,1,1,3,2022-12-20,"Leadership Development",Internal,Passed,"Breanna Williams",2,643.75
Cybil,Trzeciak,2020-03-16,NULL,"Production Technician II","Amanda Marshall",BPC,Active,Contract,Unk,Production,"Wireline Construction",1992-02-09,MA,Female,"Fully Meets",3,1107,4,5,1,2023-01-26,"Technical Skills",Internal,Failed,"Isaac Burke",2,231.28
Dahlia,Waller,2018-09-13,NULL,"Production Technician II","Gloria Taylor",BPC,Active,Contract,Unk,Production,Splicing,1984-06-29,MA,Male,"Needs Improvement",2,2946,4,5,3,2023-07-12,"Leadership Development",Internal,Failed,"Jimmy Collins",4,655.83
Dakota,Lowery,2019-11-18,2021-09-22,"Production Technician II","Sean Walsh",EW,"Voluntarily Terminated",Full-Time,Voluntary,Production,"General - Con",1988-02-29,MA,Female,"Fully Meets",2,3392,3,4,2,2023-01-23,"Technical Skills",External,Completed,"Randy Dixon",3,319.39
Dakota,Oliver,2022-05-13,NULL,"Production Technician I","Brian Roberts",MSC,Active,Part-Time,Unk,Production,"Field Operations",1972-05-21,MA,Female,PIP,5,3184,3,1,4,2022-09-09,"Technical Skills",Internal,Failed,"Penny Koch",3,441.79
Dakota,Salinas,2022-01-11,2022-10-26,"Production Technician I","Justin Johnson",PYZ,Active,Full-Time,Voluntary,Production,Aerial,1998-05-29,MA,Female,"Fully Meets",3,1288,2,4,5,2023-05-13,"Technical Skills",External,Incomplete,"Dana Neal",5,948.31
Dale,Mendoza,2020-01-28,NULL,"Production Technician II","Sherry Le",SVG,Active,Part-Time,Unk,Production,"Project Management - Eng",2000-11-06,MA,Female,Exceeds,5,2118,3,2,4,2023-04-21,"Leadership Development",Internal,Completed,"Robert Smith",3,384.28
Dalia,Booth,2018-09-07,NULL,"Data Analyst","Michelle Nguyen",TNS,Active,Part-Time,Unk,IT/IS,"Field Operations",1997-07-26,MA,Female,"Fully Meets",2,2353,2,4,3,2023-07-18,"Technical Skills",Internal,Failed,"Joseph Day",3,198.56
Dallas,Leach,2020-06-21,2023-06-23,"Production Technician I","Andrea Walls",WBL,"Voluntarily Terminated",Contract,Involuntary,Production,Engineers,1999-03-28,MA,Female,"Fully Meets",4,3202,2,5,1,2022-08-30,"Customer Service",Internal,Passed,"Jodi Mitchell",3,194.06
Dallas,Ross,2018-11-17,2020-12-20,"Production Manager","Gregory Myers",CCDR,Active,Full-Time,Voluntary,Production,"General - Con",1948-04-25,MA,Male,"Fully Meets",2,2430,2,1,1,2023-05-26,"Technical Skills",External,Passed,"Allison Poole",2,622.08
Dalton,Bowen,2019-11-22,NULL,"Production Technician I","Lucas Morse",SVG,Active,Full-Time,Unk,Production,"Field Operations",1985-03-30,MA,Male,"Fully Meets",3,3665,5,2,1,2023-01-09,"Project Management",Internal,Passed,"Betty Kelley",3,752.33
Dalton,Frazier,2021-05-25,2021-10-22,"Production Technician II","Claudia White",MSC,"Voluntarily Terminated",Contract,Voluntary,Production,"Field Operations",1946-09-15,MA,Female,"Fully Meets",4,3718,1,1,3,2023-05-02,"Communication Skills",Internal,Completed,"Tracy Valenzuela",2,325.7
Damari,Brewer,2019-09-25,2020-02-07,"IT Support","Shawn Martin",NEL,Active,Full-Time,Voluntary,IT/IS,"Field Operations",1977-06-10,MA,Male,"Fully Meets",3,3869,1,4,2,2023-03-19,"Project Management",External,Completed,"Amanda Chase",2,905.51
Damarion,Schneider,2019-12-02,2019-12-26,"Sr. Accountant","Caitlin Murphy",WBL,"Future Start",Contract,Involuntary,IT/IS,Safety,1956-12-18,MA,Male,"Fully Meets",3,3990,2,2,1,2022-10-10,"Technical Skills",Internal,Failed,"Justin Macdonald",2,475.04
Damaris,Cisneros,2022-09-02,2023-05-24,"Area Sales Manager","Sharon Ruiz",PL,"Future Start",Contract,Involuntary,Sales,"General - Con",1959-11-13,TX,Male,"Fully Meets",5,3513,4,1,3,2023-06-03,"Communication Skills",External,Completed,"Katie Harrington",1,599
Damaris,Oneal,2022-11-19,2023-02-15,"Production Technician II","Natalie Johnson",PYZ,"Voluntarily Terminated",Full-Time,Involuntary,Production,"General - Con",1972-07-26,MA,Male,"Fully Meets",3,1913,5,4,2,2023-02-02,"Project Management",External,Failed,"Nicholas Mathis",3,195.29
Damian,Burke,2022-10-19,2023-05-03,"Production Technician I","Regina Bryant MD",PYZ,"Future Start",Part-Time,Voluntary,Production,"Shop (Fleet)",1963-04-28,MA,Female,"Fully Meets",3,3779,4,1,1,2023-05-29,"Project Management",External,Incomplete,"Kristi Jackson",3,733.04
Damien,Howe,2019-07-18,2020-01-15,"Area Sales Manager","Sarah Petersen",CCDR,Active,Full-Time,Retirement,Sales,"Wireline Construction",1961-06-16,CA,Male,Exceeds,2,3556,2,2,3,2023-02-11,"Customer Service",Internal,Incomplete,"Mandy Morrison",1,513.92
Dana,Stevenson,2021-01-10,NULL,"Production Technician I","Thomas Bautista",NEL,Active,Part-Time,Unk,Production,"General - Con",1993-06-05,MA,Male,"Fully Meets",5,3119,4,5,2,2023-02-26,"Leadership Development",External,Passed,"Donna Flores",1,899.2
Dane,Barton,2021-04-16,NULL,"Production Technician I","Christopher Norris",PL,Active,Part-Time,Unk,Production,"Project Management - Con",1997-08-07,MA,Male,"Fully Meets",3,1306,1,3,5,2023-07-13,"Technical Skills",External,Failed,"Donald Anderson",4,443.99
Dane,Kelly,2023-05-31,NULL,"Production Manager","Edwin Guerrero",PL,Active,Part-Time,Unk,Production,"Wireline Construction",1999-06-04,MA,Female,"Fully Meets",3,1209,1,3,1,2023-06-18,"Communication Skills",External,Failed,"Emily Pierce",2,197.78
Dane,Owens,2019-07-19,2022-08-08,"Production Technician I","Christina Young",WBL,Active,Full-Time,Involuntary,Production,"General - Con",1974-11-01,MA,Male,"Fully Meets",2,2857,5,2,5,2022-12-25,"Customer Service",Internal,Completed,"Alyssa Morrow",3,229.18
Dangelo,Gould,2022-07-20,2023-04-26,"Production Technician I","Daniel Mason",NEL,Active,Full-Time,Voluntary,Production,"General - Con",1988-01-24,MA,Female,"Needs Improvement",3,1439,3,1,3,2023-06-20,"Communication Skills",Internal,Completed,"Brandy Allison",4,764.43
Dania,Hale,2022-05-09,2022-06-10,"Production Technician II","Matthew York",CCDR,"Voluntarily Terminated",Full-Time,Resignation,Production,"Field Operations",1946-11-25,MA,Male,"Fully Meets",2,3259,5,2,1,2023-01-11,"Project Management",Internal,Failed,"Beth Lopez",5,577.84
Daniel,Davis,2021-04-24,NULL,"Production Technician II","Jennifer Baker",PL,Active,Contract,Unk,Production,"General - Con",1983-03-17,MA,Male,"Fully Meets",5,3209,3,3,1,2023-03-06,"Project Management",Internal,Incomplete,"Ryan Anderson",5,259.71
Daniel,Frye,2023-04-26,2023-05-30,"Production Technician II","Ronald Shepherd DDS",EW,Active,Full-Time,Involuntary,Production,Wireless,1986-02-15,MA,Female,"Fully Meets",1,3072,2,4,1,2023-01-19,"Project Management",Internal,Failed,"Hannah Le",1,230.6
Daniel,Griffin,2020-09-19,2023-02-20,"Production Technician I","Evelyn Diaz",PL,"Voluntarily Terminated",Full-Time,Retirement,Production,"General - Con",1943-09-18,MA,Female,"Fully Meets",3,1287,3,5,2,2023-03-31,"Technical Skills",External,Completed,"Charles Olson",1,342.57
